0.1000000000000000056 0.005732095 0.007784284 0.005365648 0.01489823 0.01379084 0.01180448 
0.2000000000000000111 0.004145186 0.005681255 0.003759083 0.01040265 0.009710421 0.008181585 
0.3000000000000000444 0.003126714 0.004239693 0.003042576 0.008081985 0.00771146 0.006589773 
0.4000000000000000222 0.002664982 0.003599149 0.002652798 0.006930129 0.006585476 0.005655684 
0.5 0.002408858 0.003273722 0.002368045 0.006254496 0.005945595 0.005082925 
0.6000000000000000888 0.002224183 0.003041956 0.002148587 0.005697027 0.005458501 0.004655838 
0.7000000000000000666 0.002004528 0.002739247 0.002001372 0.005236393 0.005024253 0.004259415 
0.8000000000000000444 0.001887044 0.002520068 0.001868827 0.004903575 0.004716386 0.003997348 
0.9000000000000000222 0.001762244 0.002436988 0.001756329 0.004600705 0.00444375 0.003769848 
1 0.001671827 0.002303905 0.001655257 0.004378031 0.004191487 0.003590997 
1.100000000000000089 0.001605332 0.002201896 0.001570957 0.00411956 0.004009924 0.003415895 
1.200000000000000178 0.00154054 0.002079491 0.001517487 0.004028324 0.003873728 0.003301191 
1.300000000000000044 0.001488035 0.002026075 0.001479247 0.003827215 0.003682007 0.003175031 
1.400000000000000133 0.001421484 0.001954954 0.001383252 0.003712163 0.003549168 0.003059962 
1.5 0.001380243 0.001847719 0.001345412 0.003505666 0.003447549 0.002981347 
1.600000000000000089 0.00132388 0.001826852 0.001293181 0.003465364 0.003391183 0.002875859 
1.700000000000000178 0.001297099 0.001747803 0.001271362 0.00339558 0.003251249 0.002778783 
1.800000000000000044 0.001249096 0.001736444 0.001211038 0.003261269 0.003174391 0.002740918 
1.900000000000000133 0.001221029 0.0016771 0.001209433 0.003212425 0.003093805 0.002638823 
2 0.001198201 0.001646364 0.001166354 0.003114975 0.003017738 0.00258201 
2.100000000000000089 0.00118976 0.001594222 0.001123271 0.00305433 0.002932328 0.002520332 
2.200000000000000178 0.00115112 0.001552704 0.001112942 0.002932466 0.002825226 0.00246533 
2.300000000000000266 0.001114824 0.001524754 0.001089746 0.002917704 0.002826734 0.002424609 
2.400000000000000355 0.001111058 0.001492273 0.001067819 0.002868178 0.002732505 0.002336572 
2.5 0.001062929 0.00147825 0.00104047 0.002792722 0.002678857 0.002316772 
2.600000000000000089 0.001079322 0.001426853 0.001021457 0.0027437 0.002649964 0.002234638 
2.700000000000000178 0.001027613 0.001401553 0.001014171 0.002709839 0.002563973 0.002219013 
2.800000000000000266 0.001014254 0.001372543 0.000994207 0.002652209 0.002520221 0.00217326 
2.900000000000000355 0.0009978816 0.001345006 0.000986776 0.002602544 0.002508359 0.002116857 
